"tile","time","probL"
681,0,0.000428373647788571
682,0,0.00551277440997928
683,0,0.00547744527489755
684,0,0.00140726191509084
720,0,0.0185878722276676
721,0,0.0263436667969274
722,0,0.0260018997772217
723,0,0.0197698053856402
724,0,0.0112185722562093
725,0,0.0044791872039735
760,0,0.0615993473209584
761,0,0.0609719787218704
762,0,0.0517490303533747
763,0,0.0392218208548637
764,0,0.0253335636091688
765,0,0.0103745031064695
800,0,0.0836033490746742
801,0,0.0779685008258651
802,0,0.0695069565069984
803,0,0.053601925107831
804,0,0.0330865009148767
805,0,0.0145961963728892
840,0,0.0616000138790949
841,0,0.0616285436594777
842,0,0.0552005195322816
843,0,0.0446342317593162
844,0,0.0292789896857491
845,0,0.00795445882414759
881,0,0.00647120770384462
882,0,0.0104511015457731
883,0,0.0126446592890167
884,0,0.00929574245606291
681,10,0.000154879023964456
682,10,0.00224737763267336
683,10,0.00224799701421117
684,10,0.000412760459967038
720,10,0.0120663269982671
721,10,0.0181479152005352
722,10,0.0222443611684149
723,10,0.0169072042272456
724,10,0.00824354464273368
725,10,0.00156603529379254
760,10,0.0624689854112472
761,10,0.0632950954634775
762,10,0.0557096089848671
763,10,0.0410201538280838
764,10,0.0236903404228612
765,10,0.00768497853745302
800,10,0.0963687987357412
801,10,0.0935079262194846
802,10,0.0790054167535388
803,10,0.0604793326710603
804,10,0.0388615833556955
805,10,0.00964064565381547
840,10,0.0573333233392271
841,10,0.0604304882072835
842,10,0.0592338379500005
843,10,0.0502115978966784
844,10,0.0286722774723856
845,10,0.00500594815439721
881,10,0.00308367309694139
882,10,0.00633871791919188
883,10,0.00866442006223335
884,10,0.00505444820253061
681,20,7.2090200934959e-05
682,20,0.0010308158144321
683,20,0.000803118919323162
684,20,0.000138997569575483
720,20,0.00880037225028161
721,20,0.0135772554054711
722,20,0.0154954546327392
723,20,0.0112162310545654
724,20,0.00419161660905023
725,20,0.000874924081786385
760,20,0.0593506822414053
761,20,0.0622193787771877
762,20,0.0543237011072318
763,20,0.0391459450029391
764,20,0.0211741814541684
765,20,0.00428021538644603
800,20,0.105813476923484
801,20,0.100275258171768
802,20,0.0907104433842349
803,20,0.0690261427837479
804,20,0.0354013869072937
805,20,0.00869017764309999
840,20,0.0604429819516824
841,20,0.0651388233478587
842,20,0.0625409456949594
843,20,0.0519669795564173
844,20,0.0281451369356057
845,20,0.00411642724472272
881,20,0.00279657769291587
882,20,0.0058777350381543
883,20,0.00779040304233711
884,20,0.00457212317418013
681,30,2.55173225026873e-05
682,30,0.000244827493010064
683,30,0.000154057640666997
684,30,1.62097801590046e-05
