"tile","time","probL"
510,0,4.2016546785203e-14
511,0,5.40628273109191e-14
549,0,6.40721889783136e-09
550,0,0.00766170398230016
551,0,0.0298175680531584
552,0,1.44973667006548e-12
553,0,5.75853687949355e-28
588,0,1.56739974726288e-09
589,0,0.121263516345657
590,0,0.12153014239814
591,0,0.121378472920459
592,0,8.05513180963246e-14
593,0,1.07631734508599e-32
627,0,1.60449248716939e-18
628,0,3.56133297319849e-06
629,0,0.12152991080398
630,0,0.121530481341681
631,0,0.121529461499618
632,0,1.92664046080638e-20
668,0,3.56651531087299e-09
669,0,0.121400554209053
670,0,0.112354612359935
671,0,1.28310081550704e-12
709,0,3.20844472313281e-09
710,0,5.84244373232216e-13
749,0,1.02045892175457e-20
510,10,4.84077404410443e-18
511,10,2.04116148128921e-18
549,10,3.25965290599426e-09
550,10,0.0076616978742605
551,10,0.0298175648125887
552,10,1.47966058687348e-15
553,10,4.78289516438463e-36
588,10,3.32597859677902e-10
589,10,0.121263520493142
590,10,0.121530147688792
591,10,0.121378477184684
592,10,1.1185847591545e-18
593,10,3.71761122067671e-44
627,10,1.51030498254626e-23
628,10,3.55615477363837e-06
629,10,0.12152991601831
630,10,0.121530481773386
631,10,0.121529461506183
632,10,9.24600528200241e-28
633,10,6.45241904547376e-56
668,10,1.35431392166001e-09
669,10,0.12140055890693
670,10,0.112354611501048
671,10,1.46608427576556e-16
672,10,5.03786556787564e-45
709,10,1.1393373932036e-09
710,10,6.33560481905321e-17
711,10,2.85008983489941e-32
712,10,3.48785599018871e-55
749,10,6.74679034673992e-25
508,20,1.69632517609094e-35
510,20,2.57266600184551e-21
511,20,2.67139546562159e-21
512,20,5.18572968791714e-28
547,20,3.14554312815185e-38
549,20,1.65843368422557e-09
550,20,0.00766169188346756
551,20,0.0298175616552291
552,20,1.57971200318504e-18
553,20,2.89010017264367e-41
588,20,7.05764800838409e-11
589,20,0.121263522209541
590,20,0.121530152799859
591,20,0.12137848133776
592,20,3.87069853627337e-21
627,20,7.71036561226334e-26
628,20,3.55154426929923e-06
629,20,0.121529920667731
630,20,0.121530482195276
631,20,0.121529461511947
632,20,9.24524332947971e-28
633,20,8.97928679965278e-61
668,20,5.14274487892245e-10
669,20,0.121400560883334
670,20,0.112354610663716
671,20,1.40041533077512e-19
672,20,5.26193026114985e-45
709,20,4.04585437306241e-10
710,20,3.84529805233885e-20
711,20,3.74266409440259e-32
712,20,3.98556161957634e-59
749,20,1.06509789260233e-28
750,20,1.57693551956095e-37
508,30,8.73416648317328e-36
510,30,2.01640985932844e-21
511,30,2.59460198622243e-21
512,30,5.23300515077636e-28
547,30,6.68059674582892e-39
549,30,8.43821449830296e-10
550,30,0.00766168604875259
551,30,0.0298175585818105
552,30,7.12053419176079e-20
553,30,3.08131767055398e-44
588,30,1.49762707329865e-11
589,30,0.121263522980926
590,30,0.121530157734225
591,30,0.121378485380758
592,30,3.85538241345497e-21
627,30,7.69140697716579e-26
628,30,3.54743926616087e-06
629,30,0.121529924810468
630,30,0.121530482607351
631,30,0.121529461517577
632,30,9.24524332801618e-28
633,30,3.10687399296827e-63
668,30,1.95286071601577e-10
669,30,0.121400561854109
670,30,0.112354609847002
671,30,1.2331800677136e-19
672,30,5.26195583098697e-45
709,30,1.43670777303864e-10
710,30,2.93019878049267e-20
711,30,3.74269869076255e-32
712,30,3.80704181733957e-62
749,30,2.19933304856422e-29
750,30,5.59992149355636e-38
508,40,4.44454138246166e-36
510,40,2.0169282502338e-21
511,40,2.59466977089719e-21
512,40,5.23300676214882e-28
547,40,1.41762025935877e-39
549,40,4.29367863600861e-10
550,40,0.00766168038820516
551,40,0.0298175555915715
552,40,6.96738428175984e-20
553,40,1.3888359874933e-45
588,40,3.17804967123854e-12
589,40,0.121263523334675
590,40,0.12153016249556
591,40,0.121378489314654
592,40,3.85549309911129e-21
593,40,2.76774787632524e-52
627,40,7.6854746773127e-26
628,40,3.54378436282171e-06
629,40,0.121529928500928
630,40,0.121530483009611
631,40,0.121529461523073
632,40,9.24524332800744e-28
633,40,3.09457811532987e-63
668,40,7.41564335184214e-11
669,40,0.121400562449492
670,40,0.112354609050147
671,40,1.23314175124345e-19
672,40,5.26195583414347e-45
709,40,5.10184759000082e-11
710,40,2.84874974815614e-20
711,40,3.7426986686794e-32
712,40,3.35241254210381e-62
749,40,7.80892063527919e-30
750,40,1.98844049041602e-38
508,50,2.26183197912973e-36
510,50,2.01732847135238e-21
511,50,2.59473852315852e-21
512,50,5.23300626685636e-28
547,50,3.00827389729113e-40
549,50,2.18492235364383e-10
550,50,0.00766167490915554
551,50,0.0298175526837699
552,50,6.96801220979667e-20
553,50,1.35895859768012e-45
587,50,1.70659101397512e-31
588,50,6.74492068361759e-13
589,50,0.121263523490312
590,50,0.121530167087847
591,50,0.1213784931404
592,50,3.85560095155863e-21
593,50,2.78936678959271e-52
627,50,7.67962818108465e-26
628,50,3.54053022410793e-06
629,50,0.121529931788294
630,50,0.121530483402056
631,50,0.121529461528435
632,50,9.24524332800145e-28
633,50,3.09466588079097e-63
668,50,2.81597772774545e-11
669,50,0.121400562901185
670,50,0.112354608272878
671,50,1.2331229918848e-19
672,50,5.26195583437655e-45
709,50,1.81171090736385e-11
710,50,2.81982840094359e-20
711,50,3.74269864301661e-32
712,50,3.35230965212749e-62
749,50,2.77300105807694e-30
750,50,7.060639027933e-39
508,60,1.15112548033276e-36
510,60,2.01763051689721e-21
511,60,2.59480536047029e-21
512,60,5.23300578342817e-28
547,60,6.38460212533998e-41
