"tile","time","probL"
374,0,7.50118160844905e-16
375,0,2.32051098876672e-14
376,0,1.32123527160959e-12
377,0,3.71701737425469e-14
378,0,4.17967873941132e-13
379,0,7.74197309517429e-15
380,0,2.41041238564275e-16
414,0,1.12134351534101e-09
415,0,6.01741945777487e-06
416,0,1.81036110659771e-06
417,0,8.66745264279268e-06
418,0,1.84801879368581e-06
419,0,3.88287341833856e-06
420,0,1.7014248348971e-10
421,0,1.50067607965473e-15
453,0,2.99147708190006e-09
454,0,3.42224278821408e-05
455,0,0.00629890399906329
456,0,0.0229390810096834
457,0,0.0147078327498477
458,0,0.0173855387327416
459,0,0.000432029707332999
460,0,9.94536697373121e-07
461,0,8.04136418197663e-11
462,0,6.66029038819177e-19
493,0,3.15580361706259e-06
494,0,0.00343320110204203
495,0,0.0674533316803017
496,0,0.0574636323961994
497,0,0.074679953288269
498,0,0.0355069815935605
499,0,0.0050269532764463
500,0,1.30320634289909e-05
501,0,6.93214997263438e-12
502,0,1.25761878096429e-21
533,0,2.10827472896007e-06
534,0,0.0310648078349973
535,0,0.0662301684140245
536,0,0.142082390091546
537,0,0.094560580663823
538,0,0.0736052725789238
539,0,0.0220338661071926
540,0,1.53743272893652e-05
541,0,3.41845880901891e-11
542,0,1.2945896561003e-20
573,0,3.61646235555803e-07
574,0,0.000539243519996553
575,0,0.0486640040019161
576,0,0.0737931547824379
577,0,0.0795434862223021
578,0,0.0428633947171617
579,0,0.00122213317615695
580,0,2.35668026985069e-06
581,0,2.59720683529755e-13
582,0,1.76975215165145e-23
614,0,4.12530587484509e-06
615,0,3.99985091984826e-05
616,0,0.00127724940119005
617,0,0.0159927435402023
618,0,0.00105528675703384
619,0,4.98491732524809e-06
620,0,3.49228353444222e-09
621,0,2.63652899309513e-13
655,0,2.55559331000038e-10
656,0,3.88983341623308e-08
657,0,1.05036466699151e-07
658,0,1.68491522541688e-06
659,0,1.0315165163254e-09
660,0,1.99215244141342e-13
696,0,8.32954864473091e-16
697,0,2.16488829737237e-13
698,0,5.66777563321493e-13
699,0,4.45088547529599e-13
414,10,3.92552689841347e-14
415,10,1.90073151000266e-09
416,10,1.51505546608117e-10
417,10,4.17733383726125e-09
418,10,9.67687405240113e-11
419,10,5.6216820226877e-12
420,10,7.32731682047309e-19
421,10,1.15393809355705e-26
453,10,1.92872195753916e-11
454,10,1.79709780307107e-06
455,10,0.000186788343744671
456,10,0.00238243846845685
457,10,0.0004667149512215
458,10,0.0010578665349737
459,10,9.19678747587557e-07
460,10,3.07074406838376e-11
461,10,2.7399887264405e-18
462,10,1.48822478305578e-28
493,10,1.25806855085498e-06
494,10,0.00214295452628893
495,10,0.0742739128339373
496,10,0.065930586322274
497,10,0.102680650458683
498,10,0.031535644139847
499,10,0.00366527004009168
500,10,2.42129124629605e-06
501,10,8.41574381035047e-16
502,10,1.93332180829556e-29
533,10,1.76458276223457e-08
534,10,0.0188797009484805
535,10,0.0571019816853599
536,10,0.165407046557772
537,10,0.111303398683147
538,10,0.0457801266800158
539,10,0.00964438955306309
540,10,4.60526216025273e-08
541,10,2.19484577060025e-18
542,10,4.51551681257175e-30
