"tile","time","probL"
1390,0,0.00279041251272888
1391,0,0.0099592724950807
1392,0,0.00574114576349344
1393,0,0.016052026380349
1428,0,3.49801333505338e-06
1429,0,0.00188275390769322
1430,0,0.0103021056401725
1431,0,0.00892029012645726
1432,0,0.0275101267757202
1433,0,0.0112846544105742
1434,0,0.0268798253314551
1435,0,5.99215557895453e-05
1468,0,0.0011490843667351
1469,0,0.00658186052280499
1470,0,0.00771333350869976
1471,0,0.0257465322938429
1472,0,0.0169308934177056
1473,0,0.0472625720837921
1474,0,0.0158415676065512
1475,0,0.037810599734091
1507,0,0.00062158522080271
1508,0,0.00297925406806743
1509,0,0.00470407844117207
1510,0,0.0165436678056233
1511,0,0.0153610991412885
1512,0,0.0460614312895937
1513,0,0.0251327737604304
1514,0,0.0629597341117161
1515,0,0.0164904320303875
1516,0,0.030651891199422
1547,0,0.000940443346691942
1548,0,0.00207249203280157
1549,0,0.00762493583494325
1550,0,0.00977108756543919
1551,0,0.0312196234083648
1552,0,0.024646895050254
1553,0,0.0677125675793996
1554,0,0.0304298616392956
1555,0,0.0591935212426788
1556,0,0.0084963541568571
1587,0,0.00057726511939873
1588,0,0.00242606936971156
1589,0,0.00433158464577964
1590,0,0.0148524289258544
1591,0,0.0167526784896738
1592,0,0.0506913860843622
1593,0,0.0344218699614797
1594,0,0.084937078606032
1595,0,0.0286046585950655
1596,0,0.0183687748303401
1390,10,0.00211214474372901
1391,10,0.00783111643231881
1392,10,0.00469150166000286
1393,10,0.0132269997592791
1428,10,3.74341950855781e-07
1429,10,0.00140713426832907
1430,10,0.00893907176223701
1431,10,0.00919980629838568
1432,10,0.0288141451136713
1433,10,0.0107514023355159
1434,10,0.0251706242161469
1435,10,8.55156651921932e-06
1468,10,0.000827753992326042
1469,10,0.00542097429270511
1470,10,0.00750246393184119
1471,10,0.0259211097445069
1472,10,0.0177889860160971
1473,10,0.0501471159583184
1474,10,0.0152987962344095
1475,10,0.036864276993999
1507,10,0.000403218720729696
1508,10,0.00229863211537315
1509,10,0.00437081802491136
1510,10,0.0158349223243522
1511,10,0.0155924200413312
1512,10,0.0474156016205773
1513,10,0.0267242545382763
1514,10,0.0680886257928877
1515,10,0.0154918392854053
1516,10,0.0262962296175899
1547,10,0.000586958367424499
1548,10,0.0018386684766849
1549,10,0.00685618451925154
1550,10,0.00946674168693448
1551,10,0.0306385423876158
1552,10,0.0254259279495344
1553,10,0.0707860117537092
1554,10,0.0325650977122154
1555,10,0.0628590651508486
1556,10,0.00613454888843567
1587,10,0.000421304744312971
1588,10,0.00201573547042067
1589,10,0.00393949746495953
1590,10,0.0136964753468441
1591,10,0.0165468125074199
1592,10,0.0506851859801767
1593,10,0.0360323249997336
1594,10,0.090096076528812
1595,10,0.0301867568999582
1596,10,0.0147811714209839
1390,20,0.00167330194598533
1391,20,0.00653004754308413
1392,20,0.00409205626649153
1393,20,0.0116087290013544
1428,20,2.90808025149815e-07
1429,20,0.0010816522455657
1430,20,0.00767596091252286
1431,20,0.00892188892053119
1432,20,0.0285197199434015
1433,20,0.0102886413964315
1434,20,0.0239638907054474
1435,20,7.47315751089315e-06
1468,20,0.000602816612947786
1469,20,0.0044586564374718
1470,20,0.00713562698275207
1471,20,0.0256021476513749
1472,20,0.0184583291902313
1473,20,0.0526138729850618
1474,20,0.0149820879743998
1475,20,0.0361297610004526
1507,20,0.000268108851615499
1508,20,0.00172949880265562
1509,20,0.00394066294860276
1510,20,0.0147827221245206
1511,20,0.0157300874556116
1512,20,0.0486397654194523
1513,20,0.0281161687973406
1514,20,0.0726135594004332
1515,20,0.0146346301730454
1516,20,0.0240900267895413
1547,20,0.000377032408177585
1548,20,0.00152786930105997
1549,20,0.00596984378333724
1550,20,0.0090691295504234
1551,20,0.0298209231364183
1552,20,0.0261795269470228
1553,20,0.0739054753217454
1554,20,0.0342674978708831
1555,20,0.0641020613186795
1556,20,0.00503513922571744
1587,20,0.000302956973289918
1588,20,0.00158544947732221
1589,20,0.00352324519726205
1590,20,0.0124385533991345
1591,20,0.0162243495482632
1592,20,0.0503355707011658
1593,20,0.0376614961282857
1594,20,0.0952145542300551
1595,20,0.0310040292892125
1596,20,0.0125631137486811
1390,30,0.00136465668332577
1391,30,0.0056222175635737
1392,30,0.00371153476941995
1393,30,0.010616322387122
1428,30,2.28121649841656e-07
1429,30,0.000850583117016962
1430,30,0.00657532618659227
1431,30,0.00846354193099337
1432,30,0.0277307240406643
1433,30,0.00998674710275923
1434,30,0.0232980384924462
1435,30,7.40278358045886e-06
1468,30,0.000443063315059784
1469,30,0.00362569018189663
1470,30,0.00664921245658065
1471,30,0.0247484696808229
1472,30,0.0188856409651104
1473,30,0.0545801306373335
1474,30,0.0148887777053485
1475,30,0.0359654435493957
1507,30,0.000179163505754299
1508,30,0.00127538506928287
1509,30,0.00345667167148264
1510,30,0.0134996091451104
1511,30,0.0157208228064214
1512,30,0.0495488013564192
1513,30,0.0293944653879757
1514,30,0.0765857193874314
1515,30,0.0141275551697205
1516,30,0.0230731144773767
1547,30,0.000242597868515576
1548,30,0.00121885385293408
1549,30,0.00502698462394295
1550,30,0.00856384191203957
1551,30,0.0286901927302793
1552,30,0.0268441375231253
1553,30,0.0768463386670412
1554,30,0.035656459910474
1555,30,0.0649137569559982
1556,30,0.00451348827353147
1587,30,0.000211615824977265
1588,30,0.00119035309039761
1589,30,0.00307241024039845
1590,30,0.0110753339406524
1591,30,0.0157656126195687
1592,30,0.0495799359836478
1593,30,0.0392040955826743
1594,30,0.0997872423596086
1595,30,0.031548417803564
1596,30,0.0111732705889613
1390,40,0.00113279396897496
1391,40,0.00492152931423709
1392,40,0.00345056321601086
1393,40,0.00999012275807275
1428,40,1.74859874443373e-07
1429,40,0.000677335362475779
1430,40,0.00560336717034945
1431,40,0.00795049243182901
1432,40,0.0267881089759798
1433,40,0.00984055497898804
1434,40,0.0231105771214884
1435,40,7.4724499512632e-06
1468,40,0.000325743138214447
1469,40,0.00289626293947951
1470,40,0.00608582105340053
1471,40,0.0234842480493354
1472,40,0.0191354178347976
1473,40,0.0562015014828007
1474,40,0.0150254743882757
1475,40,0.0364704475343961
